Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	MXF0224	MXF2938	MXF6221	MXF675	MXF742	MXF7671	MXF9	PMFH904	MXF909	MXF911	MXF1041	MXF2516	MXF632	MXF633	MXF659	MXF730	MXF832	MXF851	PMFH864	PMFH30	PMFH35	PMFH41	PMFH6	PMFH759	PMFH762	PMFH763	PMFH764	PMFH767	PMFH774	PMFH814	PMFH816	PMFH817	PMFH818	PMFH819	PMFH833	PMFH853	PMFH854	PMFH857	PMFH859	PMFH860	PMFH862	PMFH865	PMFH867	PMFH870	PMFH876	PMFH877	PMFH878	PMFH898	PMFH899	PMFH905	PMFH910	MXF2553	MXF664	MXF6838	MXF9679
Deletion Peak  26 - CN values	5q35.3  	chr5:180261718-180468286(probes 403739:403759)  	chr5:180413952-180446745(probes 403741:403751)  	chr5:180251664-180915260(probes 403738:403897)  	8.3722e-07	 6.0763e-06		Actual Copy Change Given	-0.30721	0.70008	0.0047312	0.38882	0.36739	-0.42112	-0.7841	-0.082714	-0.3576	0.26391	0.44514	0.0031795	-0.24717	-0.28453	0.62224	0.60611	0.31707	-0.91411	0.55735	-0.60502	0.006109	0.13984	0.038489	-0.36567	0.71565	-0.59782	-0.27941	-0.18622	-1.3371	-0.12979	0.11396	0.5521	-1.5335	-0.14798	0.11946	-0.56616	-1.5335	-0.38431	-0.19398	-0.1136	-0.11116	-0.81852	0.37216	-0.47184	-0.19112	-0.095398	0.85534	0.096761	-0.37175	0.029471	0.3771	0.86441	0.40161	-1.0274	0.48768
Deletion Peak  27 - CN values	6p25.3  	chr6:1-394278(probes 403898:403984)                   	chr6:289116-354519(probes 403937:403967)              	chr6:229816-394278(probes 403923:403984)              	0.00010343	 0.00030662		Actual Copy Change Given	0.53837	0.92797	0.025684	-0.030813	-0.50152	0.39313	-0.33707	-0.090361	-0.64489	-0.61459	0.039219	0.012453	0.45088	-0.56843	0.10002	-0.11054	-0.57565	1.6797	-0.017735	0.72177	-0.017803	-0.12888	0.15278	-0.72509	-0.39208	0.24649	0.0013868	-0.47173	-0.82497	0.14801	-0.039938	0.44818	0.11418	0.47529	0.11199	0.92083	-0.015329	-0.12681	0.096439	0.10677	0.35594	0.1298	-0.18714	0.048404	-0.0048461	0.59204	0.090232	-0.23831	0.13454	0.028908	0.7027	-0.62032	0.028341	-0.35589	0.27852
Deletion Peak  28 - CN values	6p21.32 	chr6:32552113-32628244(probes 418199:418226)      	chr6:32595018-32613893(probes 418212:418217)      	chr6:32411958-32664880(probes 418185:418236)      	1.119e-25	 2.2763e-25		Actual Copy Change Given	-0.47685	4.1131	-0.91364	0.085221	-0.94503	-0.87291	-0.64888	-1.4385	0.27301	0.19834	-0.47689	-1.5024	-1.5335	0.10964	0.032856	0.92716	2.4321	0.65492	-1.2766	0.72177	-1.4475	-0.1573	2.0869	-0.39307	-0.39993	-1.3724	0.032422	-0.17601	-0.013402	0.42803	-1.0092	-1.0511	0.044635	-1.2988	-1.5335	0.1386	-1.4205	-0.95174	0.058383	-0.0041075	-1.4211	-1.3339	1.2234	-1.5335	1.3564	0.48703	0.031428	-0.2616	-1.5335	-1.5335	0.11946	-1.4816	-1.3597	0.11288	2.0089
Deletion Peak  29 - CN values	6q13    	chr6:73907807-74407261(probes 434117:434362)      	chr6:74060787-74234075(probes 434190:434290)      	chr6:73916505-74385546(probes 434122:434357)      	0.0083808	   0.033664		Actual Copy Change Given	0.49268	-0.43061	-0.41651	-0.57358	0.033831	-0.051721	-0.77573	-0.41212	-0.11338	0.033257	0.46065	0.029262	0.68254	0.088113	-0.34044	-0.38761	0.010251	-0.41784	2.0357	-0.025828	-0.48219	-0.01225	-0.45661	-0.34687	0.19254	0.021074	-0.42789	-0.68497	-0.013402	-0.41718	-0.01698	0.52269	-0.035857	-0.02562	0.23961	0.15843	0.041022	-0.5796	0.72681	-0.46989	-0.14105	-0.47332	0.91743	-0.2056	-0.43983	-0.53176	-0.0061416	-0.2616	-0.35997	-0.027617	-0.47765	-0.67785	-0.22145	0	-0.045364
Deletion Peak  30 - CN values	6q15    	chr6:73328714-146137453(probes 433788:460977)    	chr6:90535659-90587362(probes 439841:439862)      	chr6:90424568-90645361(probes 439796:439882)      	0.03167	    0.12292		Actual Copy Change Given	0.37282	-0.50546	-0.40925	-0.69169	0.033831	0.004719	-0.77241	0.14755	-0.11677	-0.12454	0.46766	-0.021572	0.71415	0.069239	-0.33866	0.035806	-0.55417	-0.013547	0.081591	-0.025828	-0.48219	0.025102	-0.42046	-0.73398	-0.04983	-0.06575	-0.44156	-0.64603	0.013702	-0.45303	0.86652	-0.057262	0.0042925	0.1679	0.23961	0.18571	0.040185	-0.6016	0.095525	-0.59844	0.28311	0.11859	0.97275	0.35062	-0.079742	-0.50745	0.0081443	-0.2616	0.0062836	0.0049551	-0.29165	-0.67082	0.0051359	0	-0.055903
Deletion Peak  31 - CN values	6q27    	chr6:134270747-171115067(probes 456206:471264)  	chr6:170861517-170885393(probes 471242:471251)  	chr6:170667454-170885393(probes 471159:471251)  	0.16279	    0.18682		Actual Copy Change Given	0.37282	-0.20529	-0.40925	-0.15831	-0.42909	-0.038034	-0.093766	0.20957	-0.19495	-0.92643	0.39897	-0.083924	0.71415	0.069239	0.16895	0.12255	0.21883	0.11248	0.084282	-0.025828	-0.47659	0.019453	0.13256	-0.45286	-0.04983	-0.13109	-0.87229	-0.21144	0.015727	0.29867	0.1663	-0.15747	0.18207	0.70663	0.24404	0.10523	0.41848	-0.31067	0.21823	-0.018877	0.17452	0.19238	-0.54138	0.42738	0.080228	-0.36239	0.14023	-0.2616	-0.063132	0.16637	-0.021098	-0.010594	-0.19787	-0.10485	-0.23459
Deletion Peak  32 - CN values	7q11.23 	chr7:35344947-159138663(probes 486475:539274)    	chr7:74070791-74481480(probes 498572:498618)      	chr7:74021648-74485766(probes 498547:498620)      	0.14371	    0.24052		Actual Copy Change Given	0.22993	-0.45768	0.5815	-0.23447	0.37512	-0.20871	0.48101	0.39745	-0.74967	0.31132	0.048805	-0.73086	0.024557	-0.022912	-0.012018	-0.22625	0.0041604	-0.175	0.016495	-0.16868	-0.0088727	0.78601	0.020903	0.013911	-0.045499	0.14025	-0.47596	-0.41025	-0.0085766	-0.15506	-0.43594	0.20196	-0.32519	-0.39419	-0.13517	0.041763	-0.56525	0.17573	-0.19461	0.73859	0.080397	-0.31378	0.052525	-0.69314	0.26773	-0.57191	0.11347	-0.030864	0.0062836	-0.072804	-0.45918	1.126	-0.44394	0.12183	-0.19875
Deletion Peak  33 - CN values	7q32.2  	chr7:129414783-129804585(probes 524439:524649)  	chr7:129654084-129694037(probes 524568:524591)  	chr7:129494311-129756319(probes 524476:524622)  	0.034189	   0.074627		Actual Copy Change Given	0.22993	-0.50681	0.5815	-0.35886	-0.21651	-0.2595	0.37088	1.306	0.90292	1.2049	0.46078	-0.73669	0.068378	-0.092327	-0.14425	-0.36669	-0.46933	0.095535	0.014764	-0.16868	0.52345	0.78979	0.015624	0.013911	-0.045499	0.13304	-0.39975	-0.44297	-0.0085766	-0.64659	0.41566	0.20196	0.53169	-0.49423	0.22537	0.069116	-0.5324	0.12752	-0.2513	0.89153	0.080397	-0.71649	0.022632	-0.79068	0.63992	-0.50381	0.20085	-0.030864	0.013591	-0.38984	-0.17512	0	-0.25382	0.12183	1.0712
Deletion Peak  34 - CN values	7q36.1  	chr7:1-159138663(probes 471265:539274)              	chr7:148763175-148790259(probes 534586:534601)  	chr7:147521111-159138663(probes 533919:539274)  	3.6898e-06	          1		Actual Copy Change Given	0.12432	-0.38996	0.5815	-0.88062	-0.16591	-0.2595	-0.91588	1.3823	-0.72499	-0.66687	-0.39506	-0.73726	-0.59847	-0.092327	-0.119	0.09638	-0.56186	-0.71274	-0.0080932	-0.32538	1.6905	0.71064	0.024829	0.013911	-0.045499	-0.092247	-0.32124	-0.53551	-0.0085766	0.22623	0.25527	0.16999	0.61437	-0.046583	-0.051316	0.024583	-0.58795	-0.028583	-0.1474	-0.67472	0.057226	-0.9716	-0.70728	-0.51256	0.66364	-0.98154	0.20085	-0.030864	0.023531	0.052351	-0.14322	-0.035186	-0.075345	0.09233	-0.60887
Deletion Peak  35 - CN values	7q36.1  	chr7:148724463-148845710(probes 534572:534634)  	chr7:148763175-148790259(probes 534586:534601)  	chr7:147521111-159138663(probes 533919:539274)  	3.6898e-06	  0.0019396		Actual Copy Change Given	0.12432	-0.38996	0.5815	-0.88062	-0.16591	-0.2595	-0.91588	1.3823	-0.72499	-0.66687	-0.39506	-0.73726	-0.59847	-0.092327	-0.119	0.09638	-0.56186	-0.71274	-0.0080932	-0.32538	1.6905	0.71064	0.024829	0.013911	-0.045499	-0.092247	-0.32124	-0.53551	-0.0085766	0.22623	0.25527	0.16999	0.61437	-0.046583	-0.051316	0.024583	-0.58795	-0.028583	-0.1474	-0.67472	0.057226	-0.9716	-0.70728	-0.51256	0.66364	-0.98154	0.20085	-0.030864	0.023531	0.052351	-0.14322	-0.035186	-0.075345	0.09233	-0.60887
Deletion Peak  36 - CN values	7q36.1  	chr7:151819190-152458188(probes 536112:536331)  	chr7:151827705-152136038(probes 536117:536222)  	chr7:147521111-159138663(probes 533919:539274)  	8.5465e-08	 8.1901e-06		Actual Copy Change Given	-0.58706	-0.39174	0.5815	-0.604	-0.16591	-0.2595	-0.21041	1.3823	-0.72499	-0.63659	-1.2847	-0.75713	-0.59847	-0.092327	-0.119	-0.31774	-1.053	-1.0343	-0.0080932	-0.32538	0.016146	0.71064	0.024829	0.013911	-0.045499	-0.092247	-0.37471	-0.55256	-0.76595	0.22623	0.25527	0.14056	0.17754	0.079447	-0.051316	0.024583	-0.58795	-0.028583	-0.1474	-0.67472	-0.3543	-0.94415	-0.70728	-0.71033	0.12417	-0.46507	0.20085	-0.030864	-0.38725	0.052351	-0.18622	-0.035186	-0.20535	0.10612	-0.67984
Deletion Peak  37 - CN values	8p23.3  	chr8:1-442266(probes 539275:539356)                   	chr8:1-187662(probes 539275:539275)                   	chr8:1-35939652(probes 539275:553856)               	4.6882e-06	 0.00037834		Actual Copy Change Given	0.84278	-0.41487	-0.45114	0.46246	-0.50815	-0.49042	0.13813	-1.0173	-0.80328	-0.97315	-0.37728	0.76624	-0.65517	-0.00041585	-0.080759	0.084065	-0.055499	-0.65637	0.020973	0.25675	-0.15845	-0.18458	-0.31202	1.2041	-0.16879	-0.48421	-0.066654	-0.54673	-0.04295	0.20656	-0.45098	-0.21344	0.17377	-0.10342	-0.34563	-0.31054	0.46246	-0.65362	-0.3251	-1.2142	-0.11939	-0.042924	-0.7645	-1.2203	0.71284	0.12416	-0.11474	0.052756	-0.41781	-0.025866	0.65332	-0.69519	2.1884	-0.12952	-1.5335
Deletion Peak  38 - CN values	8p22    	chr8:1-37557583(probes 539275:554256)               	chr8:15395071-15629045(probes 545373:545494)      	chr8:1-35939652(probes 539275:553856)               	0.0012126	   0.066459		Actual Copy Change Given	0	-0.41487	-0.45114	-0.26793	-0.50815	-0.42243	-0.45391	0.27474	-0.73993	-0.61612	0.10193	0.76624	-0.68783	-0.00041585	0.41729	-0.02223	0.42133	-0.65637	0.032493	0.34642	-0.15845	-0.064802	-0.31202	-0.19575	-0.10173	-0.16641	-0.11247	-0.54673	-0.014778	0.20656	-0.42669	-0.21344	0.068091	-0.16243	-0.32959	-0.14093	-0.0025411	-0.65362	-0.3251	0.12421	-0.11939	-0.32925	-0.70601	0.36202	-0.196	0.13375	-0.033072	0.052756	-0.42326	0.047131	-0.14772	-0.6756	2.5498	-0.11337	-0.60439
Deletion Peak  39 - CN values	8p11.22 	chr8:39142430-39421149(probes 555049:555160)      	chr8:39169503-39263326(probes 555059:555094)      	chr8:39195846-39214757(probes 555077:555078)      	2.5582e-12	 1.2187e-11		Actual Copy Change Given	0	-0.53662	1.6058	-0.40274	-0.50815	2.4481	0.10968	0.14637	0.29629	0.39432	0.73363	0.0095254	-0.62188	-0.00041585	0.25715	-0.047395	0.40961	-0.035857	0.099797	0.34642	-0.0012473	-0.47923	-0.31202	0.18011	-0.26937	0.19493	-0.12603	-0.62798	-0.014778	0.10453	-0.43007	1.3886	0.0086135	1.0601	-0.32959	0.11518	0.51385	0.40677	-0.29282	3.3987	-0.11939	0.044432	-0.67756	-0.50619	-0.0048461	0.043016	-0.060081	-0.031683	-0.4466	-0.021329	0.81103	3.4866	2.4915	-0.11414	-0.61614
Deletion Peak  40 - CN values	8q24.13 	chr8:39302757-146364022(probes 555110:593497)    	chr8:124359141-124361385(probes 584860:584861)  	chr8:124278509-124420261(probes 584816:584906)  	0.18039	    0.18682		Actual Copy Change Given	-0.082801	-0.71051	-0.39251	-0.0088526	0.39595	-0.90813	-0.19922	-0.049289	0.33935	0.21379	-0.3669	0.78438	0.072253	-0.00041585	-0.39864	0.0011093	0.044148	0.12138	0.0089618	0.10452	-0.0012473	0.4605	0.10482	0.27789	0.17815	0.15199	-0.24082	-0.37245	0.018943	0.0013868	0.45088	-0.1627	-0.21701	-0.49371	-0.099738	0.11518	0.56454	0.34551	-0.30281	0.20051	0.25762	0.31932	0.25464	-0.21292	0.09188	4.1037	0.092116	0.57219	0.072433	0.067667	-0.85631	1.2545	2.0657	-0.096163	-0.10854
Deletion Peak  41 - CN values	9p24.3  	chr9:1-71035345(probes 593498:608761)               	chr9:1-220252(probes 593498:593507)                   	chr9:1-12189942(probes 593498:598543)               	1.0085e-08	 9.1046e-07		Actual Copy Change Given	-0.3651	-0.95283	-0.4221	0.45947	-1.0511	-0.67985	-0.13416	-0.077478	-0.22145	-0.61617	-0.36966	0.039838	-0.62879	-0.13794	0.03205	-0.31202	0.039478	-0.83268	-0.058125	-0.66054	-0.5011	-0.057866	0.099815	0.82764	-0.35965	-0.12681	1.1747	-0.8364	0.29247	0.13732	-0.0026332	0.0015074	-0.56525	-0.2978	-0.3617	0.33396	-0.59458	4.5342	-1.0964	-0.0039674	-0.12828	-0.50256	-1.5167	-0.80832	0.49043	-0.074558	0.18501	-0.72131	-0.43937	-0.11795	-0.62684	-0.23302	-0.30733	0.0932	-0.67674
Deletion Peak  42 - CN values	9p22.1  	chr9:19031886-19377238(probes 601327:601478)      	chr9:19061851-19066515(probes 601344:601345)      	chr9:13842547-31447715(probes 599071:605400)      	4.6882e-06	   0.018639		Actual Copy Change Given	0.098851	-0.81507	-0.4221	-0.46972	-1.0511	-0.16955	-0.3916	-0.1989	-0.21688	-0.60195	-0.36452	0.039838	-0.64959	-0.13794	0.13761	-0.372	-0.53839	0.0049969	0.015281	-0.54552	-0.4661	0.0022193	0.099815	0.80928	-0.35965	-0.27395	0.13746	-0.65547	0.29247	0.13732	0.0024959	1.1477	-0.56525	-0.52808	0.026233	0.045938	0.065226	-0.5127	2.0231	-0.62944	-0.12148	-0.89779	0.18598	-0.60786	0.1057	-0.074558	0.18501	-0.73436	-0.46937	-0.11795	-0.44792	-0.22473	-0.25745	0.085091	-0.61479
Deletion Peak  43 - CN values	9p21.3  	chr9:21864981-21994930(probes 602686:602742)      	chr9:21964908-21968040(probes 602722:602725)      	chr9:13842547-31447715(probes 599071:605400)      	4.0175e-25	 8.6338e-22		Actual Copy Change Given	0.098851	-0.49152	-1.5335	-0.011887	-1.0511	-0.16955	-1.5335	-1.3327	-1.3156	-1.4206	-0.36452	0.039838	-1.3891	-0.13794	0.13761	-0.014778	-0.52123	0.0049969	0.015281	-0.54552	-0.4661	-1.0575	0.099815	0.80928	-0.35965	-0.27395	0.66346	-0.24642	0.29247	0.13732	0.0024959	1.1477	-1.0897	-1.5335	0.026233	0.045938	-1.5335	-0.5127	-1.091	-0.62944	-0.12148	-0.49005	-1.4895	-0.16879	-1.3201	-0.074558	0.18501	-0.73436	-0.98293	-0.11795	0.084643	-1.3644	-1.5335	-0.73028	-1.5335
Deletion Peak  44 - CN values	9p13.3  	chr9:33795496-34370147(probes 606312:606599)      	chr9:33814506-33922852(probes 606315:606364)      	chr9:33795496-34348655(probes 606312:606587)      	0.0013906	   0.048966		Actual Copy Change Given	0.098851	-0.94306	-0.34342	-0.14464	-0.49871	-0.58373	0.87055	1.6105	2.0156	-0.51731	-0.35053	0.039838	-0.62627	-0.19525	0.13761	-0.46568	-0.50505	-0.47702	0.015281	-0.45091	-0.47068	0.02539	0.10188	0.80928	-0.35965	0.00020046	1.0765	-0.20535	0.29247	0.13732	0.0055519	0.30615	-0.55246	-0.19036	0.026233	0.066484	0.012082	-0.54227	-0.27725	-0.21015	-0.12148	-0.85409	0.17362	-0.67279	0.38634	-0.074558	0.065317	-0.15661	-0.032825	-0.11795	-0.24143	0.44896	-0.23741	0.088273	-0.6068
Deletion Peak  45 - CN values	9p13.3  	chr9:36171238-36824462(probes 607565:607829)      	chr9:36210588-36262210(probes 607586:607610)      	chr9:36210588-36700323(probes 607586:607809)      	0.0054894	   0.083894		Actual Copy Change Given	0.098851	-0.83308	-0.34342	-0.14464	-0.49871	-0.61585	0.39882	1.6105	1.2558	-0.51731	-0.35053	0.039838	-0.62627	-0.19525	0.13761	-0.3356	-0.50505	-0.43203	0.015281	-0.45091	-0.47068	0.02539	0.10188	0.80928	6.5742	0.00020046	0.86692	-0.39897	0.29247	0.13732	0.0055519	0.30615	-0.55246	-0.42156	0.026233	0.066484	0.012082	-0.035176	-0.19222	-0.21015	-0.12148	-0.83873	0.17362	-0.78378	0.38634	-0.074558	0.065317	-0.15661	-0.10483	-0.11795	-0.17626	0.44896	-0.21293	0.088273	-0.6726
Deletion Peak  46 - CN values	9q34.11 	chr9:127267916-141213431(probes 632313:639470)  	chr9:132812801-132902843(probes 635301:635349)  	chr9:132862838-132863434(probes 635326:635327)  	0.16788	    0.17123		Actual Copy Change Given	-0.35385	0.041317	-0.43089	0.066658	0.43783	0.26561	-0.26453	0.10526	0.13673	0.64821	-0.40946	-0.091612	0.24622	0.69167	0.17953	-0.086916	-0.099604	-0.22207	-0.046462	-0.019563	-0.042167	-0.047124	0.12259	-0.39107	0.14756	-0.11159	-0.3126	-0.0063668	0.29247	-0.75685	0.41529	-0.44546	0.018615	0.26435	-0.05482	0.08895	-0.37367	-0.33918	-0.075729	-0.22894	0.24886	0.068378	-0.027261	-0.11524	0.067661	-0.10554	-0.028952	-0.15661	-0.058165	-0.057919	-0.60864	-0.02885	0.006109	-0.3319	0.060227
Deletion Peak  47 - CN values	10p15.3 	chr10:1-182569(probes 639471:639483)                 	chr10:1-143798(probes 639471:639471)                 	chr10:1-1006677(probes 639471:639895)               	8.348e-07	 1.5512e-05		Actual Copy Change Given	-0.48281	-0.22424	-0.45382	0.1757	0.49926	0.41429	-0.67809	0.31498	0.058234	-1.0452	-1.3103	-0.74342	-0.6193	-0.32333	0.023005	-0.1246	-1.082	0.05153	0.33084	-0.063505	1.1139	0.19588	-0.43105	-0.78782	0.00097064	0.056761	-0.80675	-0.42112	-0.0070576	0.18283	-0.90927	-0.013971	0.04954	-0.1203	-0.55767	0.038034	-1.1585	-0.12043	-0.27928	-0.12039	0.094782	-0.10066	0.31514	0.28311	-0.63885	-0.58825	0.12647	-0.6132	-0.49148	-0.13944	-1.0043	-0.68794	-0.27559	-0.3327	-0.20436
Deletion Peak  48 - CN values	10p15.3 	chr10:734433-1035370(probes 639777:639910)          	chr10:852355-934313(probes 639824:639861)            	chr10:1-1006677(probes 639471:639895)               	0.0012302	   0.066459		Actual Copy Change Given	-0.48281	-0.45469	-0.45382	0.1757	0.45326	0.41429	-0.46799	1.1562	0.058234	-0.62844	-0.36533	-0.74342	-0.6193	-0.32333	0.023005	-0.029038	-1.082	0.05153	0.33084	-0.063505	0.85541	0.19588	-0.43105	-0.017941	0.00097064	0.056761	-0.80675	-0.42112	-0.0070576	0.18283	-0.32461	-0.013971	-0.2775	-0.41498	0.054803	0.038034	-0.55296	-0.12043	-0.27928	-0.12039	0.094782	-0.52512	0.31514	0.28311	-0.63885	-0.58825	0.12647	-0.6132	-0.49148	-0.13944	-1.0194	-0.68794	-0.62236	-0.33744	-0.50474
Deletion Peak  49 - CN values	10p14   	chr10:5564613-44289250(probes 641861:656108)      	chr10:12108036-12169919(probes 644348:644383)    	chr10:12139746-12145323(probes 644366:644367)    	0.096565	    0.14371		Actual Copy Change Given	-0.48281	-0.21404	-0.45382	-0.19024	0.37561	0.67474	1.0214	0.61897	0.058234	-0.62844	-0.36533	-0.74342	-0.6193	-0.32333	0.023005	-0.43431	-0.4805	-0.015466	0.33084	-0.063505	-0.40086	0.19588	-0.43105	0.055373	0.00097064	0.31634	-0.99451	-0.17992	-0.0070576	0.18283	-0.29189	-0.013971	0.016146	-0.51866	0.054803	0.038034	-0.55296	-0.12043	-0.27928	-0.12039	-0.3744	-0.10749	0.31514	-0.21861	-0.63885	-0.61057	0.12647	-0.6132	-0.49148	-0.13944	-0.65482	-0.68794	-0.51321	-0.33744	-0.26877
Deletion Peak  50 - CN values	10q11.22	chr10:13625843-69974141(probes 645118:664660)    	chr10:46167330-46973090(probes 656710:656714)    	chr10:46169818-46969727(probes 656711:656712)    	0.11577	    0.21287		Actual Copy Change Given	-0.64959	-0.44491	-0.45382	0.86692	-0.47554	-0.44695	-0.31246	4.1868	-0.58126	-0.62844	-0.36599	-0.72981	0.042166	-0.32333	-0.082818	0.27237	0.52888	-0.72623	-0.24849	-0.063505	0.027638	-0.084262	0	-0.0070576	0.00097064	0.010528	-0.81228	0.61516	-0.0070576	-0.011225	-0.075044	-0.17552	-0.3511	-0.089302	-0.79084	1.0686	-0.55296	-0.12043	-0.27928	-0.058011	0	0.061079	-0.68013	0.1601	-0.26504	0.72091	0.070333	-0.6132	-0.46682	-0.023287	-0.45436	-0.31326	-0.19112	0.5571	0.20564
Deletion Peak  51 - CN values	10q21.3 	chr10:69991541-70662677(probes 664672:665051)    	chr10:70238162-70293632(probes 664801:664830)    	chr10:64587367-73050966(probes 662676:666226)    	8.8836e-09	 8.8871e-06		Actual Copy Change Given	-1.0314	-0.84291	-0.45382	0.031014	-0.47786	-0.47512	-0.39149	-0.21738	0.048207	-0.45209	-0.36599	-0.79372	0.004719	-0.56733	-0.082818	-0.46323	0.42762	-0.72623	-0.24849	-0.31769	-0.48397	-0.084262	-0.46375	-0.28489	0.00097064	-0.27877	-0.81228	-1.0017	-0.0070576	-0.41069	-0.0012483	-0.52236	-0.03286	-0.46834	-0.16391	-0.26254	-0.54371	-0.58274	-0.31273	-0.15525	0	-0.68487	-0.70187	-0.68752	-0.70698	0.4277	0.070333	-0.6132	-0.81176	-0.023287	-0.80733	-0.68219	-0.27093	-0.10695	-0.63746
Deletion Peak  52 - CN values	10q22.2 	chr10:73838335-75475518(probes 666630:667434)    	chr10:75254853-75337900(probes 667353:667396)    	chr10:73286374-77158058(probes 666361:668318)    	0.00028189	    0.13066		Actual Copy Change Given	-0.4911	-0.61911	-0.45382	0.34145	-0.47786	0.037782	-0.39149	-0.21738	0.048207	-0.45209	-0.36599	-0.74186	0.004719	-0.56733	-0.082818	-0.32878	0.42762	-0.15247	-0.24849	-0.31769	-0.48397	-0.10225	-0.46375	-0.34549	0.00097064	-0.27877	-1.0971	-1.0273	-0.0070576	-0.41069	-0.0012483	-0.38561	-0.046406	-0.38627	-0.16391	-0.26254	-0.54371	-0.58634	-0.31273	-0.15525	0	-0.54905	-0.68706	-0.11116	-0.70698	0.4277	0.046721	-0.6132	-0.48079	-0.023287	-0.59253	-0.0041579	-0.29213	-0.10695	-0.15758
Deletion Peak  53 - CN values	10q22.3 	chr10:79396339-80012306(probes 669508:669739)    	chr10:79787616-79803439(probes 669684:669690)    	chr10:77249016-98888023(probes 668369:677467)    	0.00013254	   0.083894		Actual Copy Change Given	-1.0116	0.12197	-0.45382	0.34323	-0.47786	-0.43604	-0.39149	-0.16321	0.0032004	-0.40779	-0.36666	-0.7291	0.020517	-0.56733	-0.12356	-0.26769	0.26302	0.1971	-0.23296	-0.31769	-0.48397	-0.086386	-0.43013	-0.34549	0.00097064	-0.27877	-0.95203	-0.85575	-0.0070576	-0.41069	-0.0012483	-0.38561	0.027778	-0.05596	-0.16033	-0.27026	-0.54743	-0.58634	-0.29381	-0.079881	0	-0.36	-0.68706	-0.51156	-0.63154	0.55291	0.058033	-0.6132	0.069562	0.026666	-0.55697	-0.010732	0.051814	-0.10623	-0.15758
Deletion Peak  54 - CN values	10q23.31	chr10:89507005-90034964(probes 673040:673255)    	chr10:89621066-89729441(probes 673101:673156)    	chr10:77249016-98888023(probes 668369:677467)    	1.583e-08	 3.2587e-05		Actual Copy Change Given	-1.0068	-0.49861	-0.45382	0.03637	-0.47786	-0.44264	-1.5335	-0.20747	0.0032004	-0.40779	-0.36666	-0.7291	0.020517	-0.56733	-0.12356	0.00055459	-0.49277	-0.75331	-0.23296	-0.31769	-0.48397	-0.086386	-0.43013	-0.34549	0.00097064	-0.27877	-0.76962	-0.60584	-0.0070576	-0.41069	-0.84723	-0.38561	0.027778	-0.05596	-0.16033	-0.27026	1.4469	-1.3195	-0.29381	-0.079881	0	-0.13975	-1.5039	-0.28988	-0.63154	0.55291	0.058033	-0.6132	0.069562	0.026666	-0.42407	-0.010732	-0.029038	-0.10623	-0.15758
Deletion Peak  55 - CN values	10q23.33	chr10:93789878-94452428(probes 674898:675230)    	chr10:94166992-94188728(probes 675090:675093)    	chr10:77249016-98888023(probes 668369:677467)    	3.265e-06	  0.0079151		Actual Copy Change Given	-0.18999	-0.75461	-0.45382	-0.46887	-0.47786	-0.42844	-0.36915	-0.20747	0.0032004	-0.40779	-0.36666	-0.7291	0.020517	-0.56733	-0.12356	-0.41531	-0.49277	-0.99381	-0.23296	-0.31769	-0.48397	-0.086386	-0.43013	-0.34549	0.00097064	0.07394	-1.0284	-0.87705	-0.0070576	-0.41069	-0.0031869	-0.38561	0.027778	-0.49036	-0.16033	-0.27026	0.93427	-0.59896	-0.29381	-0.079881	0	-0.65799	-0.67049	-0.64462	-0.63154	0.55291	0.058033	-0.6132	0.069562	0.026666	-0.82472	-0.010732	-0.23398	-0.10623	-0.15758
Deletion Peak  56 - CN values	10q24.1 	chr10:98908407-99093185(probes 677482:677579)    	chr10:98976826-99038572(probes 677518:677546)    	chr10:98934384-99523839(probes 677497:677845)    	0.00020118	   0.056505		Actual Copy Change Given	-0.25007	-0.40926	-0.45382	0.62097	-0.47786	-0.42844	-0.36915	-0.20747	0.0032004	-0.40779	-0.36666	-0.7291	0.020517	-0.56733	-0.12356	-0.50608	-0.49277	-0.74081	-0.23296	-0.31769	0.48975	-0.020824	-0.43013	-0.34549	0.00097064	0.07394	-0.95992	-1.0301	-0.0070576	-0.42287	-0.0031869	-0.38561	0.027778	-0.16383	-0.096704	-0.27026	-0.55035	-0.59896	-0.29381	-0.079881	0	-0.69559	-0.68825	-0.31669	-0.63154	-0.0011233	0.058033	-0.6132	0.069562	0.026666	-0.83543	-0.010732	-0.12317	-0.10623	-0.15758
Deletion Peak  57 - CN values	10q24.33	chr10:12389994-135534747(probes 644492:693478)  	chr10:105152309-105154618(probes 680886:680887)	chr10:104419041-105204666(probes 680455:680924)	0.0017758	    0.24052		Actual Copy Change Given	-0.25007	-0.34939	-0.45382	0.62097	-0.47786	-0.42844	-0.36915	-0.20747	0.0032004	-0.40779	-0.36666	-0.7291	0.020517	-0.56733	-0.12356	-0.043873	-0.49277	-0.99095	-0.20914	-0.31769	0.45173	-0.10736	-0.43013	-0.34549	0.00097064	0.07394	-0.82358	-0.78066	-0.0070576	-0.42287	-0.0031869	-0.38561	0.027778	-0.35795	-0.096704	-0.27026	0.45717	-0.59896	-0.29381	0.46364	0	-0.22638	-0.68825	-0.46696	-0.63154	0.48409	0.058033	-0.6132	-0.43406	0.026666	-0.78841	-0.02721	-0.22515	-0.10623	-0.18584
